id_player,team,position,captain,height,country_,market_value,age
987650,Chelsea,M,0,178.0,ECU,115000000.0,24
996958,Chelsea,D,0,179.0,FRA,36000000.0,22
982780,Chelsea,M,0,185.0,ENG,110000000.0,23
1135873,Chelsea,F,0,180.0,ARG,42000000.0,21
923894,Chelsea,D,0,186.0,FRA,29000000.0,25
1597265,Chelsea,M,0,176.0,BRA,82000000.0,18
997087,Chelsea,F,0,186.0,ENG,33000000.0,22
352668,Chelsea,D,0,196.0,ENG,21000000.0,28
1105779,Chelsea,M,0,180.0,BRA,39000000.0,21
904827,Chelsea,D,0,194.0,FRA,17400000.0,24
1403050,Chelsea,D,0,190.0,ENG,19300000.0,19
1140599,Chelsea,M,0,178.0,ENG,39000000.0,21
1153079,Chelsea,D,0,182.0,NLD,36000000.0,19
42209,Burnley,G,0,190.0,SVK,725000.0,37
44614,Burnley,D,0,183.0,ENG,2300000.0,35
1117223,Burnley,D,0,192.0,FRA,23000000.0,23
1048916,Burnley,M,0,188.0,FRA,24000000.0,21
855845,Burnley,M,0,184.0,PRT,21000000.0,26
1020680,Burnley,M,0,177.0,ENG,14600000.0,26
792122,Burnley,M,1,175.0,IRL,7200000.0,29
1392044,Burnley,D,0,183.0,NLD,17500000.0,24
875360,Burnley,D,0,187.0,SWE,5600000.0,27
552036,Burnley,M,0,188.0,ENG,1900000.0,30
901907,Burnley,F,0,180.0,ZAF,10300000.0,25
817979,Burnley,D,0,185.0,COD,4600000.0,28
809276,Burnley,M,0,183.0,DNK,5400000.0,27
996985,Burnley,F,0,191.0,ALB,9100000.0,24
1004505,Burnley,F,0,180.0,FRA,16000000.0,22
1136896,Burnley,D,0,182.0,BRA,5400000.0,24
875137,Burnley,F,0,183.0,NLD,10500000.0,27
795066,Burnley,M,0,167.0,ENG,8800000.0,27
996910,Burnley,D,0,186.0,ENG,13100000.0,22
1009386,Burnley,M,0,182.0,TUN,14600000.0,23
994363,Brighton & Hove Albion,G,0,193.0,NLD,33000000.0,23
962012,Brighton & Hove Albion,D,0,189.0,NLD,38000000.0,25
115365,Brighton & Hove Albion,D,1,190.0,ENG,4099999.0,34
825844,Brighton & Hove Albion,D,0,174.0,TUR,29000000.0,26
1036269,Brighton & Hove Albion,M,0,172.0,SWE,27000000.0,22
1400106,Brighton & Hove Albion,M,0,180.0,GMB,37000000.0,21
1065588,Brighton & Hove Albion,F,0,185.0,PRY,27000000.0,22
946695,Brighton & Hove Albion,M,0,182.0,FRA,33000000.0,23
33902,Brighton & Hove Albion,F,0,185.0,ENG,4200000.0,35
959628,Brighton & Hove Albion,M,0,188.0,NLD,24000000.0,26
997152,Brighton & Hove Albion,D,0,183.0,BEL,21000000.0,25
1199043,Brighton & Hove Albion,M,0,179.0,CMR,58000000.0,22
936849,Brighton & Hove Albion,M,0,178.0,JPN,28000000.0,28
1198075,Brighton & Hove Albion,M,0,178.0,DEU,29000000.0,21
1142315,Brighton & Hove Albion,D,0,182.0,ENG,21000000.0,20
219572,Brighton & Hove Albion,D,0,184.0,NLD,2600000.0,34
48480,Brighton & Hove Albion,M,0,181.0,DEU,3200000.0,34
791,Brighton & Hove Albion,M,0,175.0,ENG,820000.0,40
788784,Brighton & Hove Albion,D,0,181.0,FRA,16700000.0,28
1416535,Brighton & Hove Albion,F,0,185.0,GRC,27000000.0,18
827362,Brentford,G,0,188.0,IRL,19800000.0,27
1137431,Brentford,D,0,179.0,ITA,26000000.0,21
958916,Brentford,D,1,193.0,IRL,34000000.0,24
1016907,Brentford,F,0,191.0,BRA,37000000.0,24
1006387,Brentford,M,0,183.0,DEU,36000000.0,24
1031258,Brentford,M,0,180.0,UKR,24000000.0,21
924378,Brentford,D,0,192.0,NLD,29000000.0,24
42694,Brentford,M,0,183.0,ENG,2200000.0,35
907072,Brentford,M,0,180.0,DNK,29000000.0,25
576384,Brentford,D,0,196.0,NOR,17300000.0,27
1106451,Brentford,F,0,177.0,BFA,36000000.0,23
814873,Brentford,M,0,184.0,DEU,18600000.0,27
799251,Brentford,M,0,180.0,DNK,12500000.0,30
972421,Brentford,D,0,170.0,ENG,21000000.0,24
599128,Brentford,D,0,175.0,JAM,15900000.0,28
966869,Brentford,D,0,185.0,SCO,16500000.0,23
855864,Brentford,D,0,194.0,JAM,3700000.0,32
991604,Brentford,F,0,170.0,PRT,11600000.0,23
885864,Brentford,M,0,183.0,NGA,6700000.0,28
826139,Brentford,M,0,175.0,ENG,15400000.0,26
882604,Bournemouth,G,0,194.0,SRB,29000000.0,26
999028,Bournemouth,M,0,176.0,FRA,18600000.0,24
934354,Bournemouth,M,0,185.0,GHA,69000000.0,26
830659,Bournemouth,D,0,184.0,ARG,20000000.0,28
895576,Bournemouth,M,0,178.0,ENG,18200000.0,26
1104986,Bournemouth,M,0,178.0,ENG,32000000.0,22
998490,Bournemouth,F,0,181.0,BRA,38000000.0,26
1184308,Bournemouth,D,0,177.0,ESP,16300000.0,20
962408,Bournemouth,D,0,182.0,FRA,32000000.0,25
800419,Bournemouth,M,0,175.0,USA,26000000.0,26
855731,Bournemouth,M,0,173.0,WAL,11000000.0,28
1156586,Bournemouth,D,0,184.0,ENG,7400000.0,24
851596,Bournemouth,M,0,171.0,NLD,31000000.0,26
548188,Bournemouth,M,0,175.0,ENG,13700000.0,29
1426228,Bournemouth,F,0,179.0,FRA,23000000.0,19
44566,Bournemouth,D,1,180.0,ENG,515000.0,34
991478,Bournemouth,F,0,174.0,MAR,18100000.0,25
1406130,Bournemouth,D,0,192.0,SRB,18600000.0,18
322391,Bournemouth,M,0,178.0,SCO,9700000.0,30
336655,Bournemouth,F,0,185.0,TUR,7700000.0,28
948261,Aston Villa,M,0,187.0,ENG,67000000.0,23
827679,Aston Villa,D,0,183.0,ENG,37000000.0,28
833956,Aston Villa,D,0,185.0,POL,19800000.0,28
158263,Aston Villa,G,0,195.0,ARG,14400000.0,33
555386,Aston Villa,F,0,179.0,ENG,31000000.0,30
